accession	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	100grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
MODEM-150	199.406862	84.09240313	8.415551016	62.57602963	26.18701812	7.008392031	5.446805873	13.16553466	3.814461974	2.333664854	15.09933923	24.01368699	18.66442693	18.73223124	8.7198173	6.948005094	4.41315604	69.5634	67.3508	64.3586	1.0
MODEM-177	167.7376926	62.32666383	8.336793644	75.8468716	26.86362604	8.25953511	5.364463679	13.24180052	3.664731428	2.374789637	12.51456913	23.22662586	22.17517342	16.69770013	8.408500486	7.95607262	4.782931405	69.1351	67.5734	66.1437	1.0
MODEM-238	195.1777397	65.90031644	9.38907964	78.97464118	27.64054122	9.749416145	5.498509112	13.84549223	3.708501624	2.483455763	14.09939167	23.3995741	21.94336045	17.4338478	8.836023115	8.18091486	4.777629966	74.5957	71.9141	69.8254	0.0
MODEM-268	160.7956655	52.69387703	8.844888078	70.42957469	28.36394677	6.981059882	5.635426946	10.73827719	3.66728469	2.257745983	13.23905944	19.08355482	18.86634823	14.05614498	7.96232754	7.360464037	4.21965352	71.2765	68.909	65.6974	0.0
MODEM-501	170.0178356	62.25478889	8.796211646	67.83068252	26.54872089	6.338754373	5.772344781	10.33143474	4.086384316	2.546535413	13.17491186	22.25759352	25.83110804	17.26231825	8.976617805	8.435537529	4.898237701	71.2765	69.7994	66.2553	1.0
MODEM-647	143.4828657	68.96951963	6.518810979	65.55214977	25.94091108	17.84754152	4.351873538	6.875042739	2.557710224	1.446642167	13.09944412	16.79624763	11.7898896	4.497660526	7.049896693	5.128420873	3.82734704	72.24015	70.9124	66.7015	0.0
MODEM-812	164.7820379	57.3004972	8.435240359	71.97071207	27.00737492	7.468018378	4.760575326	11.73433366	3.678227239	2.319895255	11.94856108	21.14170296	22.99261918	11.90201965	9.029699474	8.541258052	4.649070072	68.7068	66.4604	65.6974	0.0
MODEM-1323	183.0386928	70.55827585	10.53762464	70.99257322	32.98852183	5.730474602	5.672768174	12.49229884	4.136537665	2.926687993	15.11820617	21.17811141	22.25630796	24.18210638	8.487405669	8.20176116	4.741845253	75.4523	73.5836	71.9452	0.0
MODEM-1462	211.1751917	88.14599481	9.699733717	84.89124385	34.74483117	11.73294927	6.547893356	17.13560948	4.340433828	2.470617348	14.91066988	32.87164817	25.7713247	22.36770487	10.3352216	8.295569512	4.448940753	70.9553	69.0203	68.0403	0.0
MODEM-3411	164.5772904	61.68519937	8.995292781	77.94873276	30.77355845	7.539416646	5.399889972	13.24495738	4.064147779	2.432657107	15.23518117	21.91270538	23.37078023	16.58334709	9.259241825	7.528723462	4.751122771	74.5957	72.6932	68.0403	1.0
MODEM-4019	185.0797421	61.47476369	8.481182159	67.34616258	30.11428989	7.781501396	5.538722741	13.41742321	4.068693861	2.539092386	15.01632472	22.98568376	21.12896487	17.22658293	9.533258007	7.341106758	4.273993268	65.9229	64.0118	60.7885	1.0
MODEM-5213	182.3275054	50.13497482	8.33023053	69.56176081	29.95021852	3.512805366	6.558425497	11.82366211	4.019817143	2.705071878	15.20876746	21.91484706	24.73182652	17.21085938	8.847500233	7.911401976	5.073185185	67.4219	66.4604	64.9165	1.0
MODEM-5237	136.7789351	46.88735398	8.730580503	63.01960422	26.57482315	3.914002272	5.133714041	11.42035741	4.220065789	2.493689924	14.98613762	21.88486363	19.33851466	14.94274477	9.118647135	8.316415812	4.262065031	64.7452	63.7892	61.4579	0.0
MODEM-5311	159.2033738	67.08613788	8.296053271	79.67559094	31.24422201	9.179053535	4.917201906	11.33256858	3.976039163	2.590994255	12.86954118	19.06806678	25.48224591	19.26243502	8.908951516	9.070639761	5.227102664	73.7868	72.6206	68.7051	0.0
MODEM-7327	170.1279649	73.29647896	9.43502144	74.68902817	26.92906814	14.10694166	6.040435646	12.72225327	3.754642706	2.456474792	14.30692796	24.23785089	23.40988253	14.14333917	8.517533102	7.95607262	4.778955325	73.525	71.6915	69.7139	0.0
MODEM-7381	164.4017539	67.28376849	9.180959291	70.8066043	29.43421502	9.297792375	4.899442926	11.72778166	3.898526717	2.38688123	13.47437822	20.7154717	21.44755567	12.41679275	8.778177103	8.362385408	4.74740171	68.2785	67.4621	64.1355	0.0
MODEM-8902	148.3083927	43.69869045	8.513997731	64.70291294	26.80042128	3.818339749	5.342441929	12.17566928	3.471413063	2.19224735	10.60900869	22.06787264	26.20848885	13.62160344	8.524880006	9.2424835	4.701211596	69.2422	67.796	65.028	1.0
MODEM-9642	161.4207433	66.9779193	9.560822237	80.05559827	31.355266	9.671324291	5.445848406	11.31776236	3.968751914	2.53164936	12.47306187	18.98932119	23.86970102	18.98476086	8.821676718	8.505521537	4.494002984	75.9876	73.361	69.4907	0.0
MODEM-9782	141.2732986	45.74287539	9.060923924	59.55062342	24.9639407	5.911201466	5.524360731	8.331892508	3.99464928	2.412560935	14.89180295	16.9440231	20.36642219	10.62269506	9.04691515	7.351529908	4.46086899	69.9916	69.1316	66.2553	0.0
MODEM-81162	113.6601911	37.05771156	8.448366588	57.46923494	22.53270143	3.933525235	5.472520711	12.07059779	3.432202263	2.184432172	11.98252156	18.35813285	24.07978628	15.3040225	8.182854618	8.83110223	5.43699351	70.8482	69.0203	66.7015	1.0
MODEM-526018	174.651024	52.78430033	8.756832961	70.83334131	30.88169639	5.61835701	6.37842163	12.17036264	3.988083751	2.702466819	12.97114896	20.03520861	23.87716868	23.02380541	8.356853457	8.259832997	5.301147059	72.026	69.0203	66.4784	0.0
MODEM-04K5672	145.8567405	60.45515538	6.853712118	68.22307543	24.7551226	10.3116775	4.812278565	10.47931312	3.492386282	2.182943566	11.98629495	19.7860237	19.8753447	10.60840093	8.158873178	8.084128465	4.528462337	67.529	65.4587	62.462	0.0
MODEM-04K5686	152.5477081	46.99577362	6.673044166	64.44131767	30.57219814	9.47219006	4.918831006	10.82336033	3.389343946	2.343899015	12.25043204	18.92935434	19.02270684	10.68940099	6.916475202	7.728252337	4.737869174	64.2098	62.0083	58.334	0.0
MODEM-04K5702	160.7010473	53.92579793	7.407019116	71.34515815	30.19930868	8.816218477	5.309888038	13.01411851	3.922793209	2.716980721	12.94850864	25.37579127	23.06304434	15.67566986	8.391284809	8.463828937	4.740519893	59.7128	58.3354	54.9869	0.0
MODEM-05W002	170.996685	64.86185482	8.631562726	69.39222496	29.83995667	4.852017942	5.914049953	13.68802881	3.847777212	2.158985346	12.64904481	23.90335415	26.11910755	0.0	9.742715403	8.08859553	4.505931221	67.2078	65.57	64.0239	1.0
MODEM-05WN230	202.6145733	78.00080929	8.66932477	75.71266185	34.2451593	4.532880223	6.219482046	11.51410807	4.046444012	2.862491889	13.83902797	17.40639534	27.36961415	25.69585471	8.966575327	8.588906739	5.546338609	71.5977	70.8011	69.0445	0.0
MODEM-07KS4	190.0986049	76.49761848	8.448366588	71.99345948	27.11551287	5.141438894	5.85660191	11.98377195	4.070361536	2.263263482	13.68899782	22.12788234	23.84819636	16.54601193	10.4327771	8.7735454	4.585452805	75.3452	73.5836	72.0568	1.0
MODEM-18-599	184.2190934	82.45473663	8.500871502	83.35579333	27.57043801	10.05006979	5.514786057	11.98109245	4.500924546	2.99590814	14.82388198	21.19952814	24.74680625	24.63808912	8.643781396	8.907557331	4.956553529	73.6321	71.8028	68.8213	0.0
MODEM-303WX	126.0282494	49.56516448	7.233643513	61.16853332	29.09182699	4.334303792	4.880121967	9.837209595	3.873186986	2.414607768	14.95972391	20.31930037	19.39389834	9.057487865	8.135918943	7.351529908	4.523160898	63.8886	62.2309	59.2265	0.0
MODEM-384-2	213.1582956	86.60261586	10.59231726	74.25682729	35.95485746	7.14895737	5.937986637	13.87202543	4.166264923	2.808157796	15.16348681	24.20857927	23.40744239	29.13359287	8.712644101	7.985853049	4.51255802	72.5614	71.4689	68.7097	0.0
MODEM-3H-2	121.2660952	40.60954987	7.824614223	65.88053132	26.77245457	7.234858411	5.81812105	10.70219203	2.739241578	1.885222505	10.75994417	17.78129577	18.7657039	8.485722682	0.0	0.0	0.0	73.2497	74.4278	69.0351	0.0
MODEM-4F1	169.5399805	54.96792927	8.485557569	66.67056435	32.54105448	9.530758951	5.157650725	13.83487895	3.611660066	2.190014442	12.36740704	22.84850001	24.96903201	13.40862091	9.366839802	8.502543495	4.829318995	69.2422	67.6847	63.8008	1.0
MODEM-7884-4HT	138.6627675	37.25699613	7.214501097	74.30232212	37.63845336	5.834225209	5.378825689	11.57248111	3.486550256	2.159769554	13.08435057	20.39263498	21.00373975	14.91272002	9.026830195	7.96649577	5.156682848	69.7775	66.2378	63.9123	1.0
MODEM-835A	176.0687456	60.82424586	8.564314941	67.24379921	29.74438354	10.01102386	5.068606259	12.38315893	4.269307259	2.730378168	15.26914165	24.89391476	21.88845738	17.60493899	9.37688228	8.121354002	4.535089135	67.4219	65.57	63.8008	1.0
MODEM-835B	161.3850902	67.93677289	9.135305886	64.49818621	26.72025004	6.680964038	4.731577743	11.91635143	3.86516245	2.423353324	15.42385052	24.59622215	18.79497424	18.62311939	8.498882786	7.153490055	4.46351971	68.4927	68.6864	65.6974	0.0
MODEM-975-12	164.5625547	65.4304244	8.699952637	72.58489228	27.02974829	6.084676944	5.503296448	12.58557367	4.25246909	2.487500327	15.85470465	24.02454806	24.04589619	18.88255495	10.50737836	7.711873101	4.211701361	68.3856	66.2378	63.8008	0.0
MODEM-A619	162.8986487	44.82947857	7.673189864	62.62152446	28.96131568	7.688348969	5.508220566	10.85166241	3.994831656	2.528113922	13.75978684	18.80085393	23.36779017	13.41005032	8.771464329	8.450427744	4.60930928	67.1007	65.6813	60.9	0.0
MODEM-B11	158.4496	68.70498455	7.914224959	78.27708967	31.94443135	9.155918047	5.102117618	13.83311007	3.612754321	2.35785469	12.0579893	25.74844244	21.34552699	20.74055645	8.671749731	8.014701255	4.297252899	77.9149	77.1452	74.7344	0.0
MODEM-B110	197.7006325	68.95616039	8.450554293	75.25316407	24.37179224	8.023586147	6.034690842	12.09430079	3.644122961	2.305381353	13.20509895	20.9982233	22.93527597	15.68043458	9.953607438	8.233030611	4.570873848	73.9533	70.24457	67.1478	1.0
MODEM-B111	183.1955773	64.44460062	7.704546965	67.65325268	22.45514042	12.37330248	5.928822307	11.02837355	3.315116989	2.00431093	13.31075379	22.67278831	22.51550653	10.76611282	9.653563787	7.802649054	4.55874402	68.7068	67.4621	63.2429	1.0
MODEM-B113	175.4002139	59.12784286	9.122179657	75.42831916	31.48130264	4.700777712	6.150544395	12.67095574	3.34903889	1.93434648	13.31075379	26.72882775	17.87138254	11.62566648	8.746190551	7.329772645	4.414473057	71.8119	68.7977	65.9206	1.0
MODEM-B114	178.8692885	55.07115978	8.310541187	68.85886568	30.09415386	7.535512053	5.043712108	11.53533463	3.468677426	2.069437412	11.17501674	18.6579098	26.76161346	12.18790225	8.90488582	9.083261863	4.767027088	70.2058	65.9039	63.6892	1.0
MODEM-B151	141.1763537	71.21287874	8.680263294	62.45091885	26.37346285	12.77157094	4.828281948	13.38841357	3.769232771	2.636596034	13.73337313	22.38601521	21.26195231	13.44578565	7.144582913	7.892044697	5.168611086	73.0967	71.6915	66.9247	0.0
MODEM-B73	173.3193895	66.59201607	8.050204319	67.3529868	29.62136698	5.559788118	5.536807806	11.21580108	3.613691826	2.080711692	15.46448721	21.82234044	19.18005976	17.38755639	9.884729829	6.89922522	4.190155114	73.8462	69.2429	67.4825	1.0
MODEM-B77	191.8236209	74.70455386	8.065847238	73.50339051	36.20036372	11.42843921	5.624186897	12.62543515	3.276284026	1.827906536	10.73432908	24.19311708	17.81247469	7.996482798	8.011637851	6.943756182	5.236119599	73.5199	71.3157	68.7586	0.0
MODEM-BEM	154.4627844	54.32237975	8.157401853	66.27248458	30.12845969	9.148108861	5.090628009	11.42743293	3.755919337	2.506715221	12.11836349	17.547975	24.39449212	12.68819678	8.731447508	8.156229427	5.226121486	71.2765	69.1316	64.9165	1.0
MODEM-BGY	142.9857325	57.14780437	6.739769161	66.96628074	27.76806942	5.395795222	4.340931054	10.04770634	3.577738164	2.355249631	14.07297796	18.41106938	21.02956046	11.13013666	7.30097662	7.244404962	4.353282157	64.3169	62.1196	59.2265	0.0
MODEM-BS16	175.9940703	69.91990278	7.724236308	72.38016554	28.93148453	10.56547603	5.449267932	10.59959698	3.701024216	2.248070049	12.83530703	20.02589112	23.61180383	11.68760771	8.890539423	8.502543495	4.680878705	71.5977	67.796	65.4743	0.0
MODEM-BY4839	189.8356904	73.18596159	8.492120683	67.63732949	32.60817458	10.13597083	5.439146134	11.34447245	3.691358298	2.030361523	12.81266671	21.07289807	19.33241432	11.91488437	9.461526022	7.071593874	4.332309097	68.7068	68.6864	63.0198	0.0
MODEM-BY4944	206.5249409	79.8780589	9.157182934	74.34781695	34.56584423	7.453515605	5.251482528	17.35069274	3.979254055	2.391579383	12.94514717	23.36261828	24.59463627	22.22875	9.806469254	8.45152879	4.692194661	70.7893	68.0392	65.9765	1.0
MODEM-BY4960	175.9904141	61.10258182	9.141869	70.78784648	34.55465755	10.88955723	5.410832456	13.10450829	3.323871028	2.141262618	13.31452718	22.17164158	18.72655928	14.41844254	8.759987211	7.573394105	4.809438599	73.0967	69.7994	66.8131	0.0
MODEM-BY804	200.6345716	64.48291184	9.012794419	67.67145061	32.35833864	7.578462573	5.326164984	13.51294274	3.585033197	2.28193582	11.74102479	22.43741537	22.51432647	15.58990509	8.818807439	8.86586473	4.712687339	75.4217	70.0436	66.6946	0.0
MODEM-BY807	163.4589345	64.61275043	10.41292547	62.63289817	30.00913506	12.10779017	4.838814089	13.46606741	3.620961232	2.186479004	12.59381026	20.68338485	22.13857138	12.64531439	9.432833229	8.831617237	4.682204065	73.7391	70.4672	66.59	0.0
MODEM-BY809	167.8471476	63.47660048	9.657016327	64.55532322	29.01053503	7.669686192	5.091239909	13.11570748	3.310339739	2.064948421	12.69965795	23.99481333	20.1955477	11.11572038	8.98953141	7.758187646	4.213088368	73.1055	68.8982	66.1201	0.0
MODEM-BY813	180.1289435	77.59105878	10.05279708	60.84518937	29.63981029	4.783531069	4.837286496	12.55320067	3.855231147	2.598544835	14.08573199	23.69074757	22.57862071	15.56939116	9.24538996	7.982797529	4.828017952	74.4886	68.909	64.5694	0.0
MODEM-BY815	165.6394765	73.0054322	10.04346263	59.0342907	30.31712182	6.184358	4.750267495	12.77532086	3.807472941	2.408921603	12.9036852	21.3948308	20.6721623	12.1132092	8.852617923	8.107922767	4.63198494	74.3318	70.4731	67.26902	0.0
MODEM-BY843	147.7464086	55.28102987	9.50579821	65.14423336	29.81754452	14.06410055	5.720973337	11.19495114	3.779493978	2.230168155	14.18740152	19.72026579	0.0	16.1343353	8.959232371	7.898108557	4.551581717	75.9411	71.9048	70.1413	
MODEM-BY855	202.6029399	84.88843734	8.872781313	63.65653185	29.68472123	7.484752347	5.479359764	14.14973963	3.600717517	2.300915537	13.73714652	25.01087522	20.99244131	19.54266599	8.913493659	7.423002938	4.244835354	72.5614	70.24457	68.0403	0.0
MODEM-BZN	136.9363736	17.63127502	7.735904067	56.46834867	27.93586967	2.530939737	6.635022887	9.605486283	3.1166921	1.917785746	12.32589978	17.00184828	16.92277945	7.199251019	7.412860537	7.2815459	4.672926547	60.5787	60.784	57.4414	0.0
MODEM-C8605	144.3444414	52.38407417	8.010419049	59.57903258	23.80820602	6.654942606	4.623468378	11.18436368	3.487617367	2.38017329	12.83051943	19.89653579	22.81692801	14.7787395	9.430550752	9.02852223	5.028293183	72.833	71.0458	68.1307	
MODEM-CA47	169.8906439	58.87434847	7.627977298	67.23924973	29.18877825	8.663939359	5.519573394	10.37141143	3.704124605	2.341107881	16.22758195	20.40925066	20.77819524	10.15098878	8.556268374	6.940559986	4.476773307	73.2038	70.022	66.9247	0.0
MODEM-CF3	187.4655826	80.24284351	9.262192763	67.87617735	23.75577885	5.864346353	6.162991471	11.01952915	4.28280307	2.632874521	15.46158439	21.7185715	24.93065829	20.9597331	9.635117426	7.835461882	4.425084278	71.1694	72.3593	67.26902	1.0
MODEM-CHANG3	165.0896024	34.96825977	7.864249414	62.49641368	33.03326856	5.114664544	5.390999203	10.9109199	3.366729345	2.031664052	11.63536996	18.98289617	20.07055563	12.30225528	8.323856743	8.255365933	4.890285543	64.9593	61.1179	59.3381	1.0
MODEM-CHANG7-2	128.7440348	50.7339326	8.191311277	60.33540924	22.23252542	11.14140346	4.388667641	9.414447217	3.766861886	2.308544639	14.77860134	20.71765163	19.6465819	8.878811245	8.805895681	7.959050663	4.796185002	68.0644	67.1282	65.1396	0.0
MODEM-CHENG698	172.8190433	64.0099284	9.209687848	73.50616259	29.69217902	4.12485028	5.440377164	11.42460273	3.840724091	2.48959626	14.81256182	21.85527792	19.87563906	18.53163696	9.576297198	7.219006999	4.012897402	75.4523	70.6898	68.9329	0.0
MODEM-CHUAN48-2	178.6544587	62.59440071	8.988729666	63.09922018	27.00737492	11.79151816	6.441888039	12.35786394	3.874463617	2.270399128	14.09939167	21.78848833	23.62400451	14.3153452	9.622205668	8.023078585	4.584127445	73.0967	71.4689	69.3792	0.0
MODEM-CI7	193.9470019	71.08524343	7.808794892	73.16813395	35.32250209	5.79317544	5.802487055	10.43658325	3.862105207	2.406046772	15.64984049	21.3150256	20.37029338	15.97972937	9.542704441	7.397547893	4.357870109	72.6968	70.4731	67.5562	0.0
MODEM-CIMBL1	184.7092465	64.42572103	9.179059982	68.35387307	30.19334245	10.53814388	5.376910755	11.39046334	3.641752076	2.117631009	12.74851912	22.34960676	22.72725432	13.87460954	9.485914897	7.796747324	4.544366653	68.3856	66.683	63.5776	1.0
MODEM-CIMBL10	180.2614166	61.09010583	8.050204319	90.87381402	28.94267121	9.362861462	6.729812157	13.17578197	3.684975144	2.336269913	13.6277183	22.95141698	22.89323307	18.86897841	9.405575074	7.810148517	4.719314138	74.3816	73.1384	69.6023	1.0
MODEM-CIMBL100	167.8426146	62.411898	10.60325579	77.12300159	31.2210258	10.94422153	5.351879822	13.06541604	3.76667951	2.494062076	12.97114896	21.02153577	25.38598646	20.1830854	8.768595049	8.633577383	4.992338242	75.2934	75.1418	73.5072	0.0
MODEM-CIMBL101	182.9727703	81.763037	9.273131287	82.06601489	36.06038518	12.32644736	5.401804906	13.16801109	3.836711823	2.449403917	12.97869573	22.95855608	24.25111961	22.00796927	8.676778109	8.228563547	4.466170429	74.2745	73.5836	71.6105	0.0
MODEM-CIMBL102	158.298366	60.32498557	8.938412457	72.02758061	30.66020005	12.52948619	5.750323031	12.50114324	3.719991301	2.19782962	13.19755218	21.64071286	22.90111405	13.67925643	8.823111358	7.970962834	4.626538957	71.7048	70.4672	67.4825	0.0
MODEM-CIMBL103	110.1695116	38.31193467	8.76120837	58.72716699	24.84610763	11.03402716	5.269674408	10.17151406	4.033934504	2.614738501	15.07748278	21.07701083	22.09178343	11.51490387	8.869019828	7.6701805	4.960529608	73.0138	70.8744	68.3034	0.0
MODEM-CIMBL105	179.4664688	72.79258158	8.892470656	77.34592626	33.03699746	10.96608725	6.278845023	13.88528851	3.845817231	2.592547345	14.48443618	22.95061679	22.42262803	24.57284143	7.999628172	8.070727272	4.834620434	75.1311	73.6949	69.8254	0.0
MODEM-CIMBL106	208.1357766	68.89355964	8.314916597	85.28477413	33.01984454	11.51763887	6.884921872	14.00999809	3.823398389	2.668601048	13.46923604	19.87169064	22.94991679	24.9668541	8.170350296	8.26281104	4.723290217	73.3109	72.8045	70.3833	0.0
MODEM-CIMBL107	199.0809057	63.27726779	8.107084643	91.83375494	33.8983721	16.96900815	7.053983255	14.08747504	3.844918735	2.786386943	13.56357072	18.58882827	28.3816608	31.48593013	8.305206427	9.083261863	5.167285726	76.2018	74.0288	71.8336	0.0
MODEM-CIMBL108	184.7258874	55.06930215	8.130833476	85.54996954	33.04197975	14.00036037	7.304896755	12.25323541	3.814477077	2.555058863	14.05970439	18.24807678	22.19397337	21.96466224	8.520402382	8.288124405	4.51255802	78.7503	74.474	70.718	0.0
MODEM-CIMBL109	189.6411106	66.49053506	7.640774762	81.044807	31.06168415	11.41250927	6.235806165	12.44185983	3.597815783	2.326509771	12.81100856	16.66848284	25.47417653	19.90296295	7.754316926	8.396395218	5.81939706	74.3763	73.0271	70.3833	0.0
MODEM-CIMBL11	191.7676075	84.32646589	9.511591107	70.45573422	23.96534273	13.93513958	6.328770108	10.62170798	3.930452993	2.559188558	13.32207395	20.95751905	22.34293281	18.44158394	8.419977603	8.332795048	4.344237334	77.2725	74.9192	72.6146	0.0
MODEM-CIMBL110	192.8673499	57.47935648	8.462039743	89.79103706	36.73345065	13.50563438	6.328633327	14.78843746	3.324187511	2.265180036	11.61108991	19.28576623	24.59461406	21.31746214	8.345819656	9.223398802	5.249441257	76.9513	73.6949	70.1601	0.0
MODEM-CIMBL111	137.3807688	48.53981501	9.253441944	65.19653185	24.8893628	11.80323194	5.649788957	11.66378409	3.503259938	2.207922979	11.41598119	19.2886487	24.51705835	15.7395314	7.894899474	8.27323419	4.85450083	75.024	71.6915	69.937	0.0
MODEM-CIMBL112	170.5490934	58.93463067	7.426708459	66.29750674	31.58123701	11.77589979	6.005009353	13.12202021	3.142771842	1.762412567	10.99389416	20.72835999	24.3956977	8.923123047	8.797287843	8.326838963	4.992338242	68.5997	63.6779	62.5735	0.0
MODEM-CIMBL113	189.5060779	68.29923896	8.964664914	78.54471503	32.95123288	13.71257779	6.669491713	12.1620489	3.637010304	2.562351844	13.42772879	19.00431291	22.47075182	16.94355916	8.369765214	8.317904834	4.9048645	73.6321	70.4672	67.4825	0.0
MODEM-CIMBL114	173.7858328	71.01271091	8.262411682	77.30498091	29.27454283	6.047862213	5.795187217	12.05007878	3.698835706	2.208994159	14.68426666	20.84401036	25.56939392	11.76193718	8.983791004	8.128799109	4.95125209	75.3452	74.0288	70.8295	0.0
MODEM-CIMBL115	194.7782161	88.84453967	10.04101566	73.63127337	31.70578209	8.687366916	5.652934921	12.51564806	3.908932646	2.46726718	13.47678282	21.4608123	24.00466582	19.42930829	9.110039297	8.09901868	4.61196	75.6664	75.1418	73.6187	0.0
MODEM-CIMBL116	179.0481102	71.49231876	7.9495699	72.24368105	29.56763394	11.79932734	5.531473345	12.96812763	3.268064028	2.179408129	11.79007882	20.90183554	23.7513638	15.31259897	7.715569512	8.131777152	5.042701912	75.2381	72.0254	69.4907	0.0
MODEM-CIMBL117	154.4585743	80.22429514	8.408987902	75.9287623	28.57723954	10.56938062	4.870410512	12.27649545	3.629168144	2.382044527	14.72200053	21.19952814	20.75762364	16.42611167	8.232039803	7.948627513	4.623888237	73.7391	72.1367	70.6064	0.0
MODEM-CIMBL118	197.8689288	87.05473238	9.437391453	75.0302394	30.29439549	13.12158979	5.884368464	12.83935314	3.881941026	2.815600822	15.05405859	17.85423429	21.0567775	27.06094408	8.630869638	7.625509856	4.60930928	82.4119	79.4825	75.7385	0.0
MODEM-CIMBL119	220.4631735	95.83959369	7.256067487	86.79065301	33.40615802	15.64144661	6.061363148	12.06688314	3.634639419	2.378323013	13.36358121	23.29836807	18.52716925	16.26887624	7.691180638	8.09901868	4.122902259	75.6664	74.1401	68.8213	0.0
MODEM-CIMBL12	187.457827	81.31710327	10.56825251	77.08888047	26.14376294	13.9234258	5.937986637	11.00467056	3.677497735	2.489968411	12.70323848	18.09410171	20.20781331	17.16940641	8.638042837	8.143689323	4.31507942	76.0947	76.0322	73.3956	0.0
MODEM-CIMBL120	161.8124231	55.93752323	7.905815804	74.19995875	33.42778561	6.973250696	6.383208967	13.10963805	3.682057131	2.347062302	11.09200223	20.33857543	24.92142397	16.19740559	8.99957204	9.796503141	5.767673684	73.9533	72.248	68.7097	0.0
MODEM-CIMBL121	201.4279683	78.3323614	8.369609216	79.45461164	33.57638206	10.97936286	5.759897705	13.43475823	3.50989436	2.295333267	11.31840545	22.50594892	21.79857372	19.37213178	8.313814266	8.839062344	4.692806943	74.2745	71.2463	69.4907	0.0
MODEM-CIMBL122	195.7220712	80.5788119	8.249285454	64.24796464	29.61706843	11.94770187	5.491396497	12.41093035	3.490562524	2.339247124	11.62027641	19.20777188	22.26667855	16.65243539	8.094314392	8.858419623	4.837271154	70.527	68.2412	65.809	0.0
MODEM-CIMBL123	178.7273613	61.05455479	8.675887884	74.26820099	37.03437244	13.62277216	5.697662326	9.488740187	3.165204068	2.022918496	11.79385221	18.17976865	17.88358323	10.23675356	7.807386453	7.629976921	4.291222945	69.7775	67.9073	64.9165	0.0
MODEM-CIMBL124	194.0119639	85.62518301	8.892470656	70.87883614	31.36794424	17.02367245	6.058490746	11.77625612	3.47633721	2.164336	12.0579893	22.00908069	21.33576644	15.344999	8.804461042	7.717829187	4.287246866	73.3109	71.6915	69.4907	0.0
MODEM-CIMBL125	197.8428922	76.31114111	8.901221476	83.52867368	32.23901402	13.95856714	6.133993887	13.65445316	3.648499981	2.437495074	14.72200053	21.61929613	19.99735153	20.40702676	8.477363191	7.192204612	4.515208739	71.2765	70.022	68.375	0.0
MODEM-CIMBL126	192.7595472	79.21109043	8.253660863	65.17378443	31.9742625	14.7316765	6.434912206	11.8547944	3.647770477	2.404001455	13.31075379	18.86510414	21.82440379	14.7637044	9.028264834	7.542124655	4.61196	72.24015	72.8045	68.7097	0.0
MODEM-CIMBL127	162.7146196	64.18492344	9.275318991	59.95780215	29.73319686	16.87920252	6.001589827	14.87321165	3.47633721	2.210482765	13.77865378	25.81269264	20.49391933	16.66196481	8.186131333	7.449805325	4.440988594	74.7028	72.248	69.937	0.0
MODEM-CIMBL128	209.3594977	77.64938393	8.56869035	87.70054961	39.70898556	13.38068741	7.132085237	13.79065694	3.517554145	2.299426932	12.94850864	20.20150834	24.64276153	24.73100096	8.771464329	8.103485744	4.781606045	78.7715	76.2548	71.4989	0.0
MODEM-CIMBL129	165.4290755	65.7870389	8.524936255	69.16595579	33.44025115	12.25616469	5.262972137	12.85615751	3.565518984	2.202853663	12.01648205	23.36690162	20.56773346	17.12652402	7.851860284	7.856308182	4.639792554	72.13307	70.5785	68.7097	0.0
MODEM-CIMBL13	175.1848301	67.03033172	10.03226484	83.90173129	28.87107643	11.45181859	6.731863873	11.66180957	4.219518662	2.524950636	15.91816421	20.25076683	27.38181484	21.2503804	10.08129037	8.255365933	4.744495972	78.5573	76.7	73.5072	1.0
MODEM-CIMBL133	161.7457251	68.1557099	7.960508424	64.11148015	28.39452371	11.6626666	4.585085234	11.41487389	3.398827488	2.131028456	10.87314578	21.65142123	20.63422718	16.37672325	8.154569259	8.314926791	4.446290033	72.6684	71.8028	69.156	
MODEM-CIMBL134	167.9074292	59.48975689	7.934255966	68.2515097	27.58162469	10.32339128	6.409334149	10.82424477	3.446792328	2.142006921	10.15620225	18.80085393	23.63010486	12.54689998	8.660997072	8.294080491	5.057280869	69.9916	68.6864	64.247	0.0
MODEM-CIMBL136	186.3341531	71.67150926	7.877375642	76.05387308	30.29998884	12.63881479	5.705322065	13.73989008	3.455181615	2.192061274	11.34859254	20.3171587	24.33408426	15.53415798	8.229170524	8.859908644	5.09969238	72.4543	71.6915	69.6023	0.0
MODEM-CIMBL137	129.9679775	45.147009	7.754605836	65.55663075	30.16201974	4.707610749	5.219886105	10.55625941	3.412323299	2.151682855	14.31447473	17.63364193	20.73745019	14.22494972	7.619448653	7.208583849	4.95390281	76.3834	74.7142	71.7638	0.0
MODEM-CIMBL138	139.7687144	47.44005124	7.471771949	75.47976652	28.17451893	6.274328593	6.208949905	12.21506142	3.655716646	2.229244645	12.53785635	22.61501989	20.81007462	17.72116469	9.310888854	8.465317958	4.702084461	75.9876	72.4706	67.7056	0.0
