accession	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	100grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
MODEM-CIMBL96	168.8893975	65.64063926	9.91194108	69.19552742	30.62291111	12.76376175	5.45542308	12.65415138	3.802607546	2.386696418	13.05416347	19.95735757	25.25889602	16.50187055	8.313814266	8.173469753	5.139453172	69.9916	70.6898	67.7056	0.0
MODEM-CIMBL97	154.4734207	60.208175	9.917447529	71.20184944	24.77003818	11.81104112	5.548160634	12.38899623	3.503328831	2.297566175	13.46168927	18.4325549	21.60052126	15.22302243	7.649576086	7.470651625	5.122223495	72.24015	70.9124	68.0403	0.0
MODEM-CIMBL98	167.1045042	59.44460044	9.418987809	66.79567513	26.59272185	12.87699494	5.608891422	11.7529069	3.660719161	2.421492567	11.42783367	21.13054748	23.2897058	17.37238305	8.087141194	8.791413657	4.66099831	70.2058	68.909	65.9206	0.0
MODEM-CIMBL99	152.695729	63.27649494	9.979759928	59.43233686	27.97837907	8.765458771	6.519169335	12.0748431	3.984071483	2.293472511	13.86921507	21.65784625	24.42314924	13.85316834	9.112908576	8.014144457	4.672926547	77.0583	73.6949	71.6105	0.0
MODEM-CML113	162.3429054	53.49454833	7.9955117	72.28917588	26.96262819	9.934884302	5.440103601	11.49818814	3.774339294	2.355621782	12.8730409	18.07696832	24.15595429	14.68365727	8.605152495	8.720753629	4.678873003	72.3472	70.5785	65.5859	0.0
MODEM-CML114	195.5050255	75.57329137	7.700171556	79.98917589	32.25392959	12.56964771	6.51342453	12.04565658	3.557676824	2.133075289	11.00144094	23.20627612	27.56177491	12.5023731	8.234909082	8.527856859	4.752448131	71.4906	69.3542	67.1478	0.0
MODEM-CML115	188.637452	76.16142927	7.940819081	78.51059391	30.42304236	11.94770187	6.161076536	11.90856836	3.620414105	2.247697898	11.76366511	24.02225368	25.38090285	12.18790225	9.210464076	9.092195992	4.423758918	71.2765	68.5751	66.2553	0.0
MODEM-CML116	183.4869658	68.66170502	8.13771251	72.323297	29.65116118	12.08241032	6.115118102	10.86634412	3.932276751	2.418143205	13.05416347	21.10957786	25.69202026	13.2085031	9.732672925	8.493609366	4.769677807	70.527	69.3542	66.2553	0.0
MODEM-CML118	158.928009	55.87801387	8.859655085	74.22270616	31.17627906	10.0958093	5.610669576	12.61753556	3.195478453	1.900108558	10.5184474	23.57678561	22.07390776	12.8997499	8.513229183	8.307481684	4.443639314	73.525	71.5802	69.7139	0.0
MODEM-CML121	187.5604224	77.02459092	8.599318217	62.05966331	28.14431488	13.93709188	5.403035936	11.38763313	3.033711104	1.444223183	11.98629495	21.15669467	20.42437543	5.980676471	9.151643848	7.305370243	4.182543447	72.5614	71.135	69.156	0.0
MODEM-CML122	173.3183924	63.96245341	7.943006786	68.53585239	34.3652297	12.08045802	5.854413413	13.18481546	2.515946162	1.361285149	9.703395808	23.43757685	17.36810438	4.783543118	8.189000612	7.092440175	4.109648662	73.9533	70.6898	67.0362	0.0
MODEM-CML130	149.9443787	56.93781032	7.435459279	74.1203428	29.85465228	11.35420377	4.758386829	10.4531337	3.620049353	2.171268879	14.9634973	19.03643801	20.01931276	8.811628836	8.471624632	7.360464037	4.456892911	68.8139	66.9056	62.3504	0.0
MODEM-CML134	166.1695126	76.42298337	8.413363311	78.62433099	29.68845012	9.973093531	4.86753811	11.89105645	3.833246683	2.358412917	12.34476672	24.67974742	25.06063492	14.42493353	8.655258513	9.08028382	4.328333017	72.6684	69.3542	67.37094	0.0
MODEM-CML139	180.1125093	66.96452917	8.446178883	71.74323792	38.33575665	12.21711877	5.738833423	13.55362699	2.633396187	1.397939249	10.26940386	24.43345498	17.69752281	5.083719839	8.445801118	7.090951153	4.004945243	72.9896	70.8011	66.4784	0.0
MODEM-CML162	197.8828889	92.97398094	9.649416507	73.34010646	29.62953359	12.29521062	5.520530861	12.16328712	3.579926674	2.448690103	13.23528605	21.22951157	19.80397071	20.5442504	8.082837275	7.705917015	4.431711076	72.7755	70.6898	69.156	0.0
MODEM-CML163	204.6248218	97.58479657	8.800587056	79.42049051	32.5261389	13.57201245	5.128926704	12.02000782	3.76230249	2.434145712	13.92958926	20.49277592	22.11417001	16.52140586	8.912059019	8.270256147	4.582802085	79.521	77.3678	75.0691	0.0
MODEM-CML165	173.0440661	71.75232716	7.822683023	88.87204149	31.31051927	9.030971079	5.346271799	11.13733657	3.44059155	2.311707926	13.40131508	19.73034019	17.583935	14.54833951	7.742245441	7.900193067	4.574974504	78.8786	76.5887	73.1725	0.0
MODEM-CML166	213.1342533	101.0548875	8.923098523	78.7949366	33.23537465	13.20107614	5.261057202	12.67449351	3.893248326	2.417771054	14.07297796	21.02391092	22.26417568	16.85493556	8.889036449	8.118606834	4.740886111	78.7715	76.3661	74.2881	0.0
MODEM-CML168	199.6123851	82.55443412	7.479213374	81.62698978	27.13415734	9.155918047	6.181183351	12.64017723	3.5186484	2.407722968	11.46934093	18.29113567	24.53722563	17.22420057	8.317448786	8.97521627	5.062994443	74.8099	73.5836	69.6023	0.0
MODEM-CML169	197.6495564	82.1260551	8.603693627	88.78105183	34.0400701	15.76639358	6.996124869	11.99701237	3.552935053	2.341107881	12.19760462	22.01978905	23.44526451	15.26066363	8.702601623	8.358108413	4.930046335	78.2361	75.8096	73.7303	0.0
MODEM-CML170	167.1777391	69.83720796	8.822464104	82.03644325	33.19920437	8.511660242	5.505211383	13.23169564	3.565336608	2.275981398	12.15609737	21.61715445	20.05225461	12.80254982	8.584961168	7.929270234	4.028801718	73.9533	73.361	70.718	0.0
MODEM-CML171	218.9284533	84.55533952	8.872781313	79.35907249	30.43273748	10.60452196	6.981626077	12.58835163	3.830875797	2.397302731	13.79374733	24.41632159	22.03242543	21.91648684	8.440062559	8.02754565	4.358816291	77.0583	74.9192	72.0568	0.0
MODEM-CML172	202.314432	76.13283387	9.010606714	77.15712271	30.50433226	9.745511554	6.547893356	12.50556544	3.783640461	2.431726729	13.71073281	22.6922745	23.14390764	23.5331529	8.610784683	8.243453761	4.51388338	77.8078	75.8096	73.0609	0.0
MODEM-CML189	167.9998315	63.93650777	7.831433842	72.75549789	28.98368905	7.128876607	5.493721774	10.15207028	3.495669047	2.196154939	13.34094089	18.73660373	19.21223759	11.63567237	8.685385947	7.763988852	4.515208739	70.4199	67.796	65.2512	0.0
MODEM-CML191	154.6436004	46.43612071	8.054579729	65.7663546	25.30513455	11.23901828	7.398124386	8.963382755	3.647405726	2.495550681	14.43899651	17.07680685	19.01316312	14.20099216	8.133049664	6.998631823	4.406529241	71.3836	70.13327	68.2635	0.0
MODEM-CML192	149.2600034	60.85902406	9.056548514	76.75904295	23.84900122	8.175865265	5.219886105	9.879662721	3.83379381	2.583378394	14.05788442	19.246322	17.90493442	16.15452321	8.187565972	7.829505796	4.346888054	75.8806	75.2531	73.1725	0.0
MODEM-CML20	194.9667876	85.49998151	9.113428838	82.69611829	38.45877631	6.813162393	5.69301177	12.0069181	3.516824641	2.149077796	11.15992319	18.12408514	26.23495065	16.47804701	8.693993785	8.87628788	5.048003351	76.523	74.9192	70.6064	0.0
MODEM-CML223	199.9164041	73.94412621	7.864249414	88.53083026	26.19127138	5.204470177	6.424380064	13.45633857	3.962186385	2.83458054	15.11820617	21.38157038	26.99444315	26.33194347	8.738467616	8.69164922	4.879682665	74.9169	75.3644	71.4989	0.0
MODEM-CML225	188.855384	65.75192948	10.1022714	81.91133247	30.52931585	11.26830273	6.64842743	12.20220248	4.003038568	2.72814526	13.31075379	18.39393599	24.65191205	16.5440646	8.054144481	8.076683358	5.128850294	74.9169	70.8011	69.2676	0.0
MODEM-CML226	195.6329927	82.56138975	8.015201043	90.91930885	28.51384833	10.46395662	6.3822515	11.43397779	4.145109328	2.737635119	14.2088199	20.38783392	24.56345709	17.69301158	8.267905795	8.502543495	5.298496339	76.9513	75.6983	73.6187	0.0
MODEM-CML228	169.087165	74.70770078	9.240315715	75.05298681	26.58600984	8.738126622	5.244780257	12.15886492	4.162982159	2.784712262	13.1635917	18.96576279	27.27810903	21.57199832	8.213389487	9.345329639	5.244156591	73.0967	74.474	72.8377	0.0
MODEM-CML27	171.7435648	61.65296053	9.036859171	85.22108137	31.07559891	12.9550868	6.69506977	12.38793491	3.789294111	2.534068344	12.58626348	19.48404775	23.12072635	20.07111471	8.81163424	8.553170224	4.809438599	78.6644	75.4757	71.4989	0.0
MODEM-CML28	177.123284	75.78571437	8.621195265	77.46421282	31.09275182	13.50172978	5.767967787	12.29595313	2.97808648	1.922437638	11.77875866	20.21435838	18.39601191	12.56669668	6.889217047	6.854196742	4.434361796	82.0907	82.0158	78.7508	0.0
MODEM-CML286	177.5768751	73.18220775	8.951538685	77.15712271	26.52634752	10.63966329	6.212095869	11.15290272	3.267881652	2.071856396	11.80517237	18.77087051	21.89882796	15.78001701	7.656749285	7.970962834	4.690156224	76.8442	74.9192	72.9493	0.0
MODEM-CML287	196.5628877	82.29089269	9.277506696	80.32356289	26.86791427	9.538568137	6.667576778	13.93216736	3.728380588	2.475826661	12.6390909	21.23807826	23.53554956	21.10172146	8.424281522	8.240475718	4.969807126	78.022	77.3678	76.1848	0.0
MODEM-CML290	176.0237632	87.445021	9.001855895	68.86568991	27.01856161	14.79805458	6.277887556	12.10952156	3.347534633	2.024412912	12.75735366	21.46203161	18.8330764	13.55106096	7.384167743	7.89502274	4.205074563	77.9149	76.5887	73.3956	0.0
MODEM-CML298	155.123339	62.48189602	8.791836237	67.2870193	28.54367949	13.45877926	6.113750291	10.73525791	3.66785715	2.24409794	13.87922882	19.44718459	21.68156771	16.13986135	8.701166984	8.005210328	4.605333201	78.3432	75.8096	73.9534	0.0
MODEM-CML300	199.111374	93.6440408	8.658386246	83.21930884	31.33289263	15.94600485	6.312356381	12.6125827	3.815191477	2.241929552	13.52206346	20.0194661	24.10837162	16.50403161	8.881931585	8.417669272	4.475447947	80.9129	77.813	73.0609	0.0
MODEM-CML304	200.7741722	79.02715243	7.991136291	71.93659095	33.76786079	13.47439763	6.726939755	12.91010835	3.1724991	1.975283126	10.3448716	21.11171953	22.48934101	12.23251096	7.790170777	8.428092422	4.540390574	74.1674	73.4723	70.6064	0.0
MODEM-CML305	197.014263	94.16803225	8.779439243	84.49695532	30.85932302	15.79372573	6.173523612	11.84931087	3.64284633	2.271329507	13.24283282	19.02572964	24.33164412	13.80075653	8.711209461	8.335773091	4.394601004	82.1424	77.4602	75.2922	0.0
MODEM-CML307	181.5558243	79.17708509	8.225220701	78.05337087	33.7074527	10.6357587	6.721194951	11.91210612	3.127634649	2.069437412	12.30703284	19.03643801	23.05972293	15.64708161	7.364005601	8.099522136	5.045658521	80.9162	78.4624	75.5154	0.0
MODEM-CML31	187.5190962	74.47198191	8.465868226	80.62610352	29.6645852	8.246147935	6.678108919	11.41947297	3.365270338	2.23727766	11.9146006	18.22260212	21.45533313	13.92178016	7.388148569	7.985013947	4.962702718	74.5957	73.6949	70.8295	0.0
MODEM-CML32	164.4742518	74.14274834	8.284321123	80.15068254	26.57034848	12.17026366	5.551306598	11.17874986	3.578671143	1.904628272	12.63053299	18.21925208	23.19054186	14.46848378	9.067892726	7.987053012	4.80871687	76.7371	76.0322	73.5072	0.0
MODEM-CML323	152.576293	62.17518547	7.79986308	79.22713749	31.12407454	5.47277148	5.772344781	12.41715901	3.550654597	2.378975443	12.29397044	21.13054748	20.2371486	14.20826931	8.377806208	8.599883874	4.57066978	73.525	72.0254	69.8254	0.0
MODEM-CML324	175.1976822	59.03664671	9.844122232	75.30775786	30.89288307	15.28222408	5.241771074	11.58574772	3.616401837	2.288076316	11.94856108	21.58361756	28.5835821	13.94608018	9.254937906	9.242587159	4.919443457	72.13307	70.6898	67.0362	0.0
MODEM-CML325	159.2905274	49.04768704	8.382735445	70.38976672	30.57965593	9.850935558	6.358178034	11.8784974	3.931911999	2.558072104	12.93341509	20.81399788	25.62796667	20.95735075	8.735598336	8.56954946	4.983060724	70.3129	67.796	65.809	0.0
MODEM-CML326	172.8559377	54.45188712	8.093958415	77.96465595	33.99159447	12.32644736	6.43162946	12.33309962	3.533056089	2.362506582	13.12208444	20.67267648	21.57123962	14.30343342	8.111530068	8.387888842	5.175237885	71.9189	69.6881	68.0403	0.0
MODEM-CML327	174.4091605	76.67504247	8.032702681	77.83727042	32.99970851	8.513612538	5.693695675	11.0188216	3.220281564	2.138657559	12.62399735	16.41502977	20.33523173	17.70114819	7.412860537	7.784835152	5.103668459	74.7028	74.6966	71.1642	0.0
MODEM-CML338	183.4970481	71.17732769	8.225220701	79.1020267	33.66419752	11.72904467	5.440103601	11.63262304	3.727468709	2.266491539	13.78242717	19.55043963	18.74007116	13.15740317	8.554833735	7.866731332	4.26736647	73.3109	69.0203	67.37094	0.0
MODEM-CML360	205.4226502	92.49437309	7.722048604	74.43880661	32.812518	13.12298429	5.571686975	11.72548926	3.434755524	2.274120642	10.55240788	22.27036484	21.49498535	16.25382538	8.130180385	8.910535374	4.61196	76.3089	73.5836	70.6064	0.0
MODEM-CML361	176.4303776	65.95275975	7.789867452	74.39331178	29.11792925	8.378904088	5.270631876	11.42955559	3.439132543	2.278958609	13.2201925	19.10497156	20.9730748	19.45779947	7.956588981	8.700583348	4.500629782	73.2038	71.8028	68.9329	0.0
MODEM-CML364	208.1710091	76.81205751	9.161558343	70.69913156	29.78092671	15.27831949	7.329323516	11.40461438	3.590869223	2.214204278	11.80517237	19.60283801	21.10218489	13.69307409	8.791549284	8.393844928	4.570873848	77.7008	75.1418	71.1642	0.0
MODEM-CML408	192.778493	78.53440615	9.023732943	83.15106659	35.140094	14.07960951	6.358178034	12.43127247	3.417429822	2.020127361	12.22779172	21.98952375	23.02739112	13.67449172	9.089954341	8.171980731	4.421108198	77.1654	82.1537	72.0568	0.0
MODEM-CML411	163.4219293	62.37645737	8.693389522	84.83437531	34.5210975	10.33510506	5.47361496	12.04123438	3.937018522	2.549884775	13.0164296	21.06246104	26.4484626	17.85552463	8.612219322	9.342351596	5.095716301	73.3109	71.5802	68.375	0.0
MODEM-CML412	176.9063491	72.42547842	8.52274855	74.79139154	30.90406976	13.0058465	6.775770592	11.0099772	3.743700157	2.538534159	12.89568122	18.68673451	26.24715133	15.73999345	9.19037912	8.989453511	5.025472235	77.1654	75.1418	73.5072	0.0
MODEM-CML415	189.8713661	73.83824593	8.557751826	81.21753631	34.67398218	7.843974881	5.467870155	12.91859898	3.473236821	2.126190489	10.89201272	19.63794984	25.17349124	20.82155652	8.559137654	8.486164259	4.877031945	77.4866	75.3644	72.9493	0.0
MODEM-CML422	167.8422822	57.00493775	6.958539638	63.9772704	29.95320164	13.80238343	6.000085236	12.75674644	3.181435515	1.739153109	11.30708529	20.9853608	24.31639327	8.271310738	8.564876212	7.808659496	4.647744712	68.7068	66.2378	62.6851	0.0
MODEM-CML423	156.1741104	65.11896635	8.013013338	71.5612586	30.32981999	15.26074882	5.780961987	10.41740231	3.354510165	1.847635221	13.14849815	17.81140082	22.52899323	7.956839887	9.077042584	8.064771186	4.586778165	68.3856	66.2378	63.0198	0.0
MODEM-CML426	175.428134	70.64174351	8.358670692	66.69331176	27.96570083	13.8687615	5.74362076	10.85254685	4.023099907	2.504854464	12.8730409	17.98701804	27.6563302	18.63693704	8.887670144	8.913513417	5.0002904	67.8502	66.5717	64.247	0.0
MODEM-CML428	171.1540293	74.50289586	8.756832961	58.89094838	27.65993148	10.5303347	5.308930571	8.95577657	3.744794412	2.508762053	16.62378758	17.01255665	20.73422114	13.16990895	8.05557912	7.156468098	4.732567735	74.9169	72.6932	69.3792	0.0
MODEM-CML430	199.1920322	96.56066157	10.12196074	70.19641369	26.11094867	13.84728624	6.352706792	10.50053969	4.193621295	2.721632612	13.92581587	17.82639254	24.91900185	17.92699527	9.37831692	8.438515572	4.846548672	78.2361	77.4791	74.2881	0.0
MODEM-CML431	181.1447781	85.45261692	7.778928928	75.10303113	25.71344851	16.87334563	5.830750291	11.99275406	3.915498176	2.700233911	14.11825861	20.62127632	21.63834338	19.27779052	8.219128046	8.341729177	4.839921873	81.3412	78.926	74.9575	0.0
MODEM-CML432	129.3475304	52.62354779	9.214063258	74.16583763	31.85866677	4.833533866	4.876428879	12.06348822	3.586309827	2.213646051	12.74097235	22.03478077	23.30678676	12.10928453	9.454352824	7.996276199	4.645093993	72.13307	70.4672	67.37094	0.0
MODEM-CML433	151.6483922	62.2992829	9.235940306	72.18681251	31.55662631	10.4210061	5.599453529	12.41004591	3.50642922	2.235602979	13.07303041	20.3171587	22.88098293	16.5947824	8.358288096	8.093062594	4.767027088	82.519	78.3695	76.1848	0.0
MODEM-CML451	169.2015045	51.36546044	10.34948203	71.76598533	33.23835776	12.32700516	7.348199302	12.99395328	3.636098425	2.295333267	13.17491186	19.00217123	24.70986529	18.38440742	8.903451181	8.557637288	4.820041477	79.3068	77.3678	74.1766	0.0
MODEM-CML454	197.4982117	73.59016149	8.406800197	93.83097798	32.71780408	13.60715379	6.6522573	13.72697725	3.54345151	2.257373832	11.77875866	22.80578319	21.89150755	15.69711106	8.560572293	8.060304122	4.696783022	75.1311	76.1435	73.8419	0.0
MODEM-CML465	199.2315857	94.75550771	9.883500918	73.63127337	27.60847273	11.68999875	5.762633326	12.39943263	4.138908551	2.596031539	15.46535777	20.18223328	23.87411851	16.93593562	9.035438033	7.959050663	4.948601371	78.7715	75.9209	74.7344	0.0
MODEM-CML470	165.01393	66.46063178	7.820495318	72.1754388	29.54302324	16.05533345	5.071478662	10.6022503	3.637375056	2.278772533	12.36363365	17.26955746	24.32757722	14.01040377	8.242082281	8.676759005	5.331630333	67.3149	65.57	63.6892	0.0
MODEM-CML471	152.0667508	62.85838377	8.312728892	66.05638414	31.77663109	10.79389471	5.055201716	11.68568945	3.756831216	2.581145486	13.74091991	19.12210494	20.57688397	19.60893786	7.560628425	7.763988852	4.586778165	70.4199	69.1316	67.7056	0.0
MODEM-CML473	147.9919647	60.19669268	8.264599387	60.05106655	26.61956989	13.63839053	4.905836805	9.717810179	3.712696268	2.251791562	11.69951754	18.85653744	24.06017893	13.65305053	8.7198173	8.828639194	4.90353914	68.4927	66.7943	64.6933	0.0
MODEM-CML474	163.4357786	51.81426475	7.120429791	68.89071206	29.72946797	4.029187758	4.385521677	9.096048773	3.016385401	1.844285859	10.30713773	12.88983535	25.17654141	8.814487662	8.244564308	8.544284955	5.413673738	72.026	69.2429	66.3668	0.0
MODEM-CML479	206.0854207	71.21895112	9.19218621	81.5132527	33.72684295	14.93081073	6.859480596	14.20722824	3.866256705	2.335339535	14.01637716	26.62867021	23.67585742	18.79179012	9.599251433	7.900978826	4.580151366	73.6321	72.6932	70.2717	0.0
MODEM-CML480	186.8102354	93.39054642	8.43086495	80.56696024	32.01975501	22.14649815	5.960965854	11.49995702	3.584486069	2.436006469	12.41268768	21.62786282	22.06536728	13.65543288	7.750000865	8.450427744	4.56159633	76.0947	74.5853	71.4989	0.0
MODEM-CML486	198.4769669	80.07977242	8.890282952	75.26908726	31.1501768	9.42923954	5.974370397	14.88559381	3.966563404	2.636968185	16.15966098	24.61549721	22.14467172	24.9668541	8.609350043	8.182403881	4.967156407	73.9533	73.5836	72.503	0.0
MODEM-CML493	188.8910598	77.03242981	8.870593609	68.30837824	27.28331312	12.40844381	5.937986637	11.50996536	3.673303092	2.305009202	15.51063842	22.43955704	18.37466071	17.60537736	8.176159231	7.144740427	4.209011194	74.7028	74.1401	70.9411	0.0
MODEM-CML496	167.7769137	67.88046534	9.316885382	79.06790558	26.20939148	13.48220682	6.29006107	12.37561673	3.549469912	2.200992906	12.11836349	21.19738647	22.2087253	14.41635705	9.056957628	8.014144457	4.813414678	79.521	77.7017	75.2922	0.0
MODEM-CML497	170.8554391	74.76102734	9.253441944	73.92698977	31.23967027	7.293427302	5.17775754	10.88933956	3.62716201	2.249930806	11.10709578	20.413534	24.88311499	14.14429211	8.399892647	8.944782867	4.884984104	78.5573	77.4791	74.9575	0.0
MODEM-CML50	189.4546694	98.25596051	7.726424013	74.65490705	25.76565303	8.800600106	5.570455946	10.24582093	3.703942229	2.266677615	13.70318604	19.07927148	21.3028246	14.82755151	8.673908829	8.118375959	4.645093993	74.8099	75.9209	72.7262	0.0
MODEM-CML51	196.4007959	78.45447151	8.52274855	79.93230735	37.31031064	13.53017753	5.99543468	13.49419261	3.293596642	2.111118361	11.02030787	23.02209221	22.45090886	17.04218865	8.045536642	8.862886687	4.535089135	74.8099	72.9158	69.7139	0.0
MODEM-CML69	173.0510462	61.92710103	9.561908317	84.81162789	28.49520386	10.61623574	6.439699542	13.06099384	3.499681315	2.355063555	11.43915383	19.66823166	25.43580592	18.73699595	8.187565972	8.859908644	4.858476909	74.1674	73.2497	70.1601	0.0
MODEM-D047	186.7970509	75.44113424	7.641103527	74.24545358	30.24778431	9.718179404	5.084883205	12.073428	3.148790244	1.930624967	11.04672158	22.49738222	21.06491128	12.45377306	7.696919196	8.023078585	4.51388338	66.8866	64.9022	62.3504	0.0
MODEM-D863F	177.5236939	57.77690325	9.209687848	73.56303113	33.29429118	7.422278863	5.767557444	12.78327964	4.111187427	2.566073358	14.32956828	23.6024857	26.41369065	19.23681402	9.148774569	8.566571417	4.896912341	70.8482	69.1316	67.37094	1.0
MODEM-DAN3130	139.2677034	44.63692883	8.18802972	59.89638413	26.01921786	3.04132579	5.380740624	11.21251398	3.407581527	2.052876678	12.03545138	19.44718459	24.97523014	9.829370863	8.480413824	8.307251836	5.360553305	68.1714	65.4587	63.2429	1.0
MODEM-DAN340	153.3983853	63.4882555	9.752238632	72.07307544	27.14161513	8.585847504	4.847431295	10.76551795	4.267848253	2.501877254	15.62006664	21.31089516	21.20033886	11.17301904	10.22475434	8.465317958	4.452916832	72.4543	71.2463	69.8254	0.0
MODEM-DAN360	189.4556666	68.42598615	8.260223977	76.50882138	31.08678559	5.946342801	5.629682142	12.12614063	4.221889547	2.611963222	15.36347632	21.41879455	23.15732839	18.62740762	9.89765649	7.686559736	4.308452621	70.527	69.5768	66.1437	0.0
MODEM-DAN4245	202.6525757	74.55622242	8.726205094	73.93381399	31.40597897	9.20277316	6.426294999	11.1621009	4.303958665	2.434145712	16.78226984	23.83378642	23.57251474	18.09534319	10.10998317	7.126687668	4.07121323	72.9896	71.0237	66.1437	0.0
MODEM-DAN598	149.0855027	47.67422441	8.422114131	66.18149492	30.60575819	9.921218227	5.788621727	10.25820309	4.678011464	3.059732093	17.88787223	18.50958635	20.88068097	17.16940641	9.365405163	8.157090517	5.012218638	70.4199	68.7977	64.9165	0.0
MODEM-DAN599	171.8008453	66.25582686	9.314697677	73.59715225	26.23922264	4.624359254	5.007328347	12.19388874	4.134713907	2.887053877	14.43899651	18.20483972	24.66289266	25.08978361	8.686820587	8.259832997	5.412477276	69.9916	67.796	65.6974	0.0
MODEM-DE.EX	160.5185561	62.38014369	8.895325069	71.12167123	27.93932602	9.576792227	4.911874212	11.80135387	3.75377456	2.543080399	12.92807379	18.70927209	27.12033015	17.38088422	8.824451126	8.523545081	4.934953963	76.6301	73.0271	70.6064	1.0
MODEM-DH29	163.1122597	54.44747084	8.835590332	65.31709315	28.55113728	8.429663794	5.99543468	11.70780045	3.790935493	2.586727756	12.44287478	18.98310681	25.04538407	14.66078666	7.553455227	8.910535374	5.371391125	69.1351	67.0169	64.6933	0.0
MODEM-DH3732	157.9385067	70.11852491	8.295227254	74.46837825	26.37346285	13.0097511	4.927858555	12.3746683	3.792029748	2.124329733	15.84269647	23.28980138	23.0964213	11.69006386	9.950738159	7.671669522	4.443639314	69.3492	68.1299	67.37094	0.0
MODEM-DONG237	128.100321	28.67428997	7.705640818	62.43385828	26.93652593	4.966290019	5.215235549	11.09046125	2.982645875	1.923368016	11.70329092	18.79014557	16.72320108	11.68999006	7.565197005	7.42943718	4.993360297	67.9573	63.7892	61.4579	0.0
MODEM-DONG46	154.4357189	61.52686201	6.781071762	57.802487	26.87292062	10.93318315	5.003332959	11.80951891	3.930278803	2.707904063	15.15231325	19.10332078	19.66422259	16.17989435	7.375559904	7.425980981	5.354161448	66.03	63.1214	58.1108	1.0
MODEM-DSB	171.9846528	63.00213363	7.840184661	75.63532064	32.04884039	10.92079397	4.95179524	13.27149059	3.502416952	2.28063329	11.34481916	23.062784	22.4801905	16.54761177	7.863337401	8.316415812	4.600031762	66.4583	65.3474	61.5694	0.0
MODEM-EN25	186.3208578	79.77836141	9.043422286	65.32846686	25.12055427	8.257861714	4.935518294	12.91116968	3.889783186	2.341480032	16.22003518	26.75502894	21.97325212	14.48837027	9.61503247	7.433426089	4.341586615	67.529	65.7926	63.5776	0.0
MODEM-ES40	190.8702859	85.74784514	8.275537911	84.39080072	35.8262106	8.61513195	5.870963921	12.09076302	4.313077455	2.992372703	14.87293601	20.68552653	22.15077206	17.99131886	8.564876212	8.968607211	5.146079971	72.5614	69.6881	67.25937	0.0
MODEM-FCD0602	192.3516033	71.30021064	8.726205094	74.91650232	30.62813156	5.317703367	5.605745458	11.99701237	4.092220342	2.378695164	14.02015055	22.83790829	25.41445472	21.24323334	10.98511338	8.238986697	4.535089135	67.9573	68.0186	65.028	0.0
MODEM-GEMS1	215.4506789	68.7033951	8.489806675	74.75542303	28.52705586	8.59246967	5.846884505	12.18434375	4.010914407	2.347381306	15.49249371	22.47448456	23.29354261	14.02812083	10.65261198	7.504120729	4.653129721	71.647	68.1058	64.3259	1.0
MODEM-GEMS10	183.5996432	50.85577937	7.964719299	68.87087017	31.90142167	4.937301678	6.232254368	11.36210019	3.67846578	2.204483715	14.11331556	19.89653579	22.3403134	14.35172087	8.965965491	7.640359511	4.565685606	72.7707	69.7107	66.7437	0.0
MODEM-GEMS11	184.3179947	65.0929761	7.53298079	73.7120626	35.61322407	6.314877555	6.179865378	12.03219027	3.697926187	2.219277819	14.69257038	22.08228381	22.1020061	14.64529618	9.504615069	7.603538218	4.599534941	69.7742	68.1058	65.1318	1.0
MODEM-GEMS12	203.0233741	77.71715628	8.513143891	70.41504362	31.29403583	14.2497146	6.801429675	11.27603357	3.817283353	2.219277819	12.92722234	24.33853983	23.53184991	17.02058726	9.810493082	8.41972096	4.437917088	73.5199	72.1181	68.3556	0.0
MODEM-GEMS13	200.157028	90.68535303	9.178254567	76.33437516	33.55486092	12.33947605	5.68261394	12.78834696	3.592515647	2.085122199	12.80309631	22.67278831	22.57862071	13.28751041	9.058037229	7.539704325	4.367584994	74.269	72.1181	69.5645	0.0
MODEM-GEMS14	188.7287084	68.66214821	9.39606859	72.83563983	35.00583822	8.996558594	5.539654152	13.49839653	3.942802981	2.628133042	15.21665808	20.62364955	22.57862071	21.41420854	9.198258122	7.861287264	4.596714163	70.5234	66.0997	63.9229	
MODEM-GEMS15	181.9643786	69.20274571	8.909876575	74.31721165	28.12213196	13.58847818	6.37255031	10.88412309	3.247093415	1.918688535	10.9412058	21.0863583	23.77015721	8.243352939	9.750373939	8.255275092	4.342844152	73.8944	72.9206	70.3704	
MODEM-GEMS16	190.248366	61.49923138	8.618161367	67.07629022	34.12850311	8.81288181	5.788279871	12.80217909	3.952533184	2.478510859	13.32028812	24.12701583	23.05523531	21.70444776	9.167959083	8.553527559	4.410542821	69.0251	66.5009	63.117	0.0
MODEM-GEMS17	210.270429	70.32079962	7.595213368	82.91450165	29.92741767	8.555734313	6.420499556	12.64080419	3.451427693	2.160773864	13.42372648	25.18463584	20.6721623	16.74035629	8.689907582	7.551988409	4.390797376	74.6435	70.5132	68.7586	
